Fips,County,Topic,Year,Count,Crude Rate,State Count,State Crude Rate
55069,Lincoln,Emergency Department Visits,2013,88,30.69,18640,32.46
55069,Lincoln,Emergency Department Visits,2014,76,26.67,21382,37.14
55069,Lincoln,Emergency Department Visits,2015,93,33.38,23843,41.4
55069,Lincoln,Emergency Department Visits,2016,83,29.81,20621,35.71
55069,Lincoln,Emergency Department Visits,2017,80,28.83,20348,35.12
55069,Lincoln,Emergency Department Visits,2018,69,24.92,19635,33.8
55069,Lincoln,Emergency Department Visits,2019,70,25.37,18986,32.6
55069,Lincoln,Emergency Department Visits,2020,70,24.63,12504,21.21
55069,Lincoln,Emergency Department Visits,2021,83,29.17,14703,25.01
55069,Lincoln,Emergency Department Visits,2022,47,16.58,15224,25.84
55069,Lincoln,Emergency Department Visits,2023,70,24.64,16690,28.24
55071,Manitowoc,Emergency Department Visits,2002,279,34,25844,47.45
55071,Manitowoc,Emergency Department Visits,2003,255,31.27,27025,49.34
55071,Manitowoc,Emergency Department Visits,2004,252,31.03,24992,45.35
55071,Manitowoc,Emergency Department Visits,2005,230,28.39,25532,46.07
55071,Manitowoc,Emergency Department Visits,2006,224,27.69,23791,42.7
55071,Manitowoc,Emergency Department Visits,2007,266,32.91,24155,43.12
55071,Manitowoc,Emergency Department Visits,2008,299,37.06,24359,43.28
55071,Manitowoc,Emergency Department Visits,2009,299,37.1,25168,44.51
55071,Manitowoc,Emergency Department Visits,2010,310,38.14,22228,39.07
55071,Manitowoc,Emergency Department Visits,2011,222,27.36,19549,34.24
55071,Manitowoc,Emergency Department Visits,2012,245,30.32,20315,35.49
55071,Manitowoc,Emergency Department Visits,2013,279,34.61,18640,32.46
55071,Manitowoc,Emergency Department Visits,2014,313,39.05,21382,37.14
55071,Manitowoc,Emergency Department Visits,2015,289,36.37,23843,41.4
55071,Manitowoc,Emergency Department Visits,2016,274,34.52,20621,35.71
55071,Manitowoc,Emergency Department Visits,2017,239,30.23,20348,35.12
55071,Manitowoc,Emergency Department Visits,2018,228,28.89,19635,33.8
55071,Manitowoc,Emergency Department Visits,2019,194,24.62,18986,32.6
55071,Manitowoc,Emergency Department Visits,2020,167,20.52,12504,21.21
55071,Manitowoc,Emergency Department Visits,2021,168,20.61,14703,25.01
55071,Manitowoc,Emergency Department Visits,2022,144,17.73,15224,25.84
55071,Manitowoc,Emergency Department Visits,2023,169,20.78,16690,28.24
55073,Marathon,Emergency Department Visits,2002,247,19.56,25844,47.45
55073,Marathon,Emergency Department Visits,2003,251,19.86,27025,49.34
55073,Marathon,Emergency Department Visits,2004,207,16.34,24992,45.35
55073,Marathon,Emergency Department Visits,2005,241,18.9,25532,46.07
55073,Marathon,Emergency Department Visits,2006,268,20.8,23791,42.7
55073,Marathon,Emergency Department Visits,2007,338,26,24155,43.12
55073,Marathon,Emergency Department Visits,2008,343,26.17,24359,43.28
55073,Marathon,Emergency Department Visits,2009,405,30.77,25168,44.51
55073,Marathon,Emergency Department Visits,2010,353,26.33,22228,39.07
55073,Marathon,Emergency Department Visits,2011,258,19.18,19549,34.24
55073,Marathon,Emergency Department Visits,2012,299,22.2,20315,35.49
55073,Marathon,Emergency Department Visits,2013,282,20.83,18640,32.46
55073,Marathon,Emergency Department Visits,2014,335,24.67,21382,37.14
55073,Marathon,Emergency Department Visits,2015,351,25.92,23843,41.4
55073,Marathon,Emergency Department Visits,2016,301,22.27,20621,35.71
55073,Marathon,Emergency Department Visits,2017,252,18.59,20348,35.12
55073,Marathon,Emergency Department Visits,2018,213,15.72,19635,33.8
55073,Marathon,Emergency Department Visits,2019,237,17.47,18986,32.6
55073,Marathon,Emergency Department Visits,2020,191,13.83,12504,21.21
55073,Marathon,Emergency Department Visits,2021,188,13.65,14703,25.01
55073,Marathon,Emergency Department Visits,2022,186,13.48,15224,25.84
55073,Marathon,Emergency Department Visits,2023,226,16.3,16690,28.24
55075,Marinette,Emergency Department Visits,2002,134,31.02,25844,47.45
55075,Marinette,Emergency Department Visits,2003,121,28.12,27025,49.34
55075,Marinette,Emergency Department Visits,2004,116,27.14,24992,45.35
55075,Marinette,Emergency Department Visits,2005,134,31.21,25532,46.07
55075,Marinette,Emergency Department Visits,2006,113,26.6,23791,42.7
55075,Marinette,Emergency Department Visits,2007,154,36.41,24155,43.12
55075,Marinette,Emergency Department Visits,2008,137,32.5,24359,43.28
55075,Marinette,Emergency Department Visits,2009,135,32.17,25168,44.51
55075,Marinette,Emergency Department Visits,2010,128,30.69,22228,39.07
55075,Marinette,Emergency Department Visits,2011,149,35.94,19549,34.24
55075,Marinette,Emergency Department Visits,2012,195,47,20315,35.49
55075,Marinette,Emergency Department Visits,2013,174,41.93,18640,32.46
55075,Marinette,Emergency Department Visits,2014,207,50.12,21382,37.14
55075,Marinette,Emergency Department Visits,2015,175,43.06,23843,41.4
55075,Marinette,Emergency Department Visits,2016,119,29.53,20621,35.71
55075,Marinette,Emergency Department Visits,2017,95,23.55,20348,35.12
55075,Marinette,Emergency Department Visits,2018,79,19.55,19635,33.8
55075,Marinette,Emergency Department Visits,2019,107,26.58,18986,32.6
55075,Marinette,Emergency Department Visits,2020,50,11.94,12504,21.21
55075,Marinette,Emergency Department Visits,2021,81,19.35,14703,25.01
55075,Marinette,Emergency Department Visits,2022,48,11.44,15224,25.84
55075,Marinette,Emergency Department Visits,2023,54,12.82,16690,28.24
55077,Marquette,Emergency Department Visits,2002,70,47.75,25844,47.45
55077,Marquette,Emergency Department Visits,2003,85,57.82,27025,49.34
55077,Marquette,Emergency Department Visits,2004,61,41.08,24992,45.35
55077,Marquette,Emergency Department Visits,2005,55,36.68,25532,46.07
55077,Marquette,Emergency Department Visits,2006,48,32.09,23791,42.7
55077,Marquette,Emergency Department Visits,2007,43,28.94,24155,43.12
55077,Marquette,Emergency Department Visits,2008,54,36.29,24359,43.28
55077,Marquette,Emergency Department Visits,2009,38,25.8,25168,44.51
55077,Marquette,Emergency Department Visits,2010,37,24.04,22228,39.07
55077,Marquette,Emergency Department Visits,2011,41,26.72,19549,34.24
55077,Marquette,Emergency Department Visits,2012,65,42.8,20315,35.49
55077,Marquette,Emergency Department Visits,2013,51,33.67,18640,32.46
55077,Marquette,Emergency Department Visits,2014,56,37.21,21382,37.14
55077,Marquette,Emergency Department Visits,2015,57,37.7,23843,41.4
55077,Marquette,Emergency Department Visits,2016,74,48.96,20621,35.71
55077,Marquette,Emergency Department Visits,2017,65,42.57,20348,35.12
55077,Marquette,Emergency Department Visits,2018,35,22.74,19635,33.8
55077,Marquette,Emergency Department Visits,2019,42,27.03,18986,32.6
55077,Marquette,Emergency Department Visits,2020,21,13.47,12504,21.21
55077,Marquette,Emergency Department Visits,2021,27,17.11,14703,25.01
55077,Marquette,Emergency Department Visits,2022,33,20.92,15224,25.84
55077,Marquette,Emergency Department Visits,2023,32,20.2,16690,28.24
55078,Menominee,Emergency Department Visits,2002,46,99.42,25844,47.45
55078,Menominee,Emergency Department Visits,2003,42,91.21,27025,49.34
55078,Menominee,Emergency Department Visits,2004,38,83.17,24992,45.35
55078,Menominee,Emergency Department Visits,2005,38,83.52,25532,46.07
55078,Menominee,Emergency Department Visits,2006,34,74.86,23791,42.7
55078,Menominee,Emergency Department Visits,2007,40,87.72,24155,43.12
55078,Menominee,Emergency Department Visits,2008,36,79.52,24359,43.28
55078,Menominee,Emergency Department Visits,2009,36,79.77,25168,44.51
55078,Menominee,Emergency Department Visits,2010,57,133.9,22228,39.07
55078,Menominee,Emergency Department Visits,2011,48,109.79,19549,34.24
55078,Menominee,Emergency Department Visits,2012,33,75.46,20315,35.49
55078,Menominee,Emergency Department Visits,2013,28,63.9,18640,32.46
55078,Menominee,Emergency Department Visits,2014,48,106.15,21382,37.14
55078,Menominee,Emergency Department Visits,2015,44,97.56,23843,41.4
55078,Menominee,Emergency Department Visits,2016,25,55.18,20621,35.71
55078,Menominee,Emergency Department Visits,2017,28,60.84,20348,35.12
55078,Menominee,Emergency Department Visits,2018,28,60.92,19635,33.8
55078,Menominee,Emergency Department Visits,2019,11,24.16,18986,32.6
55078,Menominee,Emergency Department Visits,2020,13,30.54,12504,21.21
55078,Menominee,Emergency Department Visits,2021,24,55.85,14703,25.01
55078,Menominee,Emergency Department Visits,2022,16,38.04,15224,25.84
55078,Menominee,Emergency Department Visits,2023,31,73.36,16690,28.24
55079,Milwaukee,Emergency Department Visits,2002,10594,111.71,25844,47.45
55079,Milwaukee,Emergency Department Visits,2003,11346,119.3,27025,49.34
55079,Milwaukee,Emergency Department Visits,2004,10024,105.26,24992,45.35
55079,Milwaukee,Emergency Department Visits,2005,10279,108.06,25532,46.07
55079,Milwaukee,Emergency Department Visits,2006,9343,98.1,23791,42.7
55079,Milwaukee,Emergency Department Visits,2007,9043,94.97,24155,43.12
55079,Milwaukee,Emergency Department Visits,2008,9101,95.4,24359,43.28
55079,Milwaukee,Emergency Department Visits,2009,9614,100.2,25168,44.51
55079,Milwaukee,Emergency Department Visits,2010,8238,86.88,22228,39.07
55079,Milwaukee,Emergency Department Visits,2011,7078,74.39,19549,34.24
55079,Milwaukee,Emergency Department Visits,2012,7292,76.39,20315,35.49
55079,Milwaukee,Emergency Department Visits,2013,6772,70.81,18640,32.46
55079,Milwaukee,Emergency Department Visits,2014,7733,80.85,21382,37.14
55079,Milwaukee,Emergency Department Visits,2015,9075,94.64,23843,41.4
55079,Milwaukee,Emergency Department Visits,2016,7550,79.05,20621,35.71
55079,Milwaukee,Emergency Department Visits,2017,7609,80.02,20348,35.12
55079,Milwaukee,Emergency Department Visits,2018,7348,77.52,19635,33.8
55079,Milwaukee,Emergency Department Visits,2019,7030,74.23,18986,32.6
55079,Milwaukee,Emergency Department Visits,2020,4383,46.7,12504,21.21
55079,Milwaukee,Emergency Department Visits,2021,5170,55.94,14703,25.01
55079,Milwaukee,Emergency Department Visits,2022,5233,57,15224,25.84
55079,Milwaukee,Emergency Department Visits,2023,5919,64.6,16690,28.24
55081,Monroe,Emergency Department Visits,2002,174,42,25844,47.45
55081,Monroe,Emergency Department Visits,2003,168,40.55,27025,49.34
55081,Monroe,Emergency Department Visits,2004,159,37.98,24992,45.35
55081,Monroe,Emergency Department Visits,2005,179,42.45,25532,46.07
55081,Monroe,Emergency Department Visits,2006,180,42.21,23791,42.7
55081,Monroe,Emergency Department Visits,2007,186,43.17,24155,43.12
55081,Monroe,Emergency Department Visits,2008,188,43.29,24359,43.28
55081,Monroe,Emergency Department Visits,2009,203,46.39,25168,44.51
55081,Monroe,Emergency Department Visits,2010,159,35.53,22228,39.07
55081,Monroe,Emergency Department Visits,2011,130,28.82,19549,34.24
55081,Monroe,Emergency Department Visits,2012,143,31.72,20315,35.49
55081,Monroe,Emergency Department Visits,2013,149,32.93,18640,32.46
55081,Monroe,Emergency Department Visits,2014,156,34.38,21382,37.14
55081,Monroe,Emergency Department Visits,2015,111,24.52,23843,41.4
55081,Monroe,Emergency Department Visits,2016,92,20.22,20621,35.71
55081,Monroe,Emergency Department Visits,2017,104,22.7,20348,35.12
55081,Monroe,Emergency Department Visits,2018,74,16.02,19635,33.8
55081,Monroe,Emergency Department Visits,2019,95,20.35,18986,32.6
55081,Monroe,Emergency Department Visits,2020,77,16.63,12504,21.21
55081,Monroe,Emergency Department Visits,2021,89,19.31,14703,25.01
55081,Monroe,Emergency Department Visits,2022,117,25.49,15224,25.84
55081,Monroe,Emergency Department Visits,2023,135,29.25,16690,28.24
55083,Oconto,Emergency Department Visits,2002,139,38.25,25844,47.45
55083,Oconto,Emergency Department Visits,2003,139,37.88,27025,49.34
55083,Oconto,Emergency Department Visits,2004,130,35.05,24992,45.35
55083,Oconto,Emergency Department Visits,2005,121,32.51,25532,46.07
55083,Oconto,Emergency Department Visits,2006,79,21.15,23791,42.7
55083,Oconto,Emergency Department Visits,2007,75,20.08,24155,43.12
55083,Oconto,Emergency Department Visits,2008,73,19.56,24359,43.28
55083,Oconto,Emergency Department Visits,2009,99,26.65,25168,44.51
55083,Oconto,Emergency Department Visits,2010,86,22.84,22228,39.07
55083,Oconto,Emergency Department Visits,2011,79,21.02,19549,34.24
55083,Oconto,Emergency Department Visits,2012,77,20.58,20315,35.49
55083,Oconto,Emergency Department Visits,2013,79,21.16,18640,32.46
55083,Oconto,Emergency Department Visits,2014,93,24.86,21382,37.14
55083,Oconto,Emergency Department Visits,2015,75,20.01,23843,41.4
55083,Oconto,Emergency Department Visits,2016,80,21.35,20621,35.71
55083,Oconto,Emergency Department Visits,2017,71,18.92,20348,35.12
55083,Oconto,Emergency Department Visits,2018,65,17.15,19635,33.8
55083,Oconto,Emergency Department Visits,2019,54,14.19,18986,32.6
55083,Oconto,Emergency Department Visits,2020,33,8.44,12504,21.21
55083,Oconto,Emergency Department Visits,2021,60,15.22,14703,25.01
55083,Oconto,Emergency Department Visits,2022,57,14.36,15224,25.84
55083,Oconto,Emergency Department Visits,2023,57,14.33,16690,28.24
55085,Oneida,Emergency Department Visits,2002,87,23.63,25844,47.45
55085,Oneida,Emergency Department Visits,2003,92,24.82,27025,49.34
55085,Oneida,Emergency Department Visits,2004,105,28.52,24992,45.35
55085,Oneida,Emergency Department Visits,2005,94,25.67,25532,46.07
55085,Oneida,Emergency Department Visits,2006,123,33.78,23791,42.7
55085,Oneida,Emergency Department Visits,2007,94,25.97,24155,43.12
55085,Oneida,Emergency Department Visits,2008,100,27.68,24359,43.28
55085,Oneida,Emergency Department Visits,2009,141,39.24,25168,44.51
55085,Oneida,Emergency Department Visits,2010,98,27.27,22228,39.07
55085,Oneida,Emergency Department Visits,2011,74,20.66,19549,34.24
55085,Oneida,Emergency Department Visits,2012,106,29.65,20315,35.49
55085,Oneida,Emergency Department Visits,2013,78,21.85,18640,32.46
55085,Oneida,Emergency Department Visits,2014,88,24.74,21382,37.14
55085,Oneida,Emergency Department Visits,2015,97,27.48,23843,41.4
55085,Oneida,Emergency Department Visits,2016,95,26.87,20621,35.71
55085,Oneida,Emergency Department Visits,2017,107,30.37,20348,35.12
55085,Oneida,Emergency Department Visits,2018,66,18.62,19635,33.8
55085,Oneida,Emergency Department Visits,2019,90,25.28,18986,32.6
55085,Oneida,Emergency Department Visits,2020,47,12.41,12504,21.21
55085,Oneida,Emergency Department Visits,2021,62,16.21,14703,25.01
55085,Oneida,Emergency Department Visits,2022,67,17.54,15224,25.84
55085,Oneida,Emergency Department Visits,2023,84,21.97,16690,28.24
55087,Outagamie,Emergency Department Visits,2002,447,26.99,25844,47.45
55087,Outagamie,Emergency Department Visits,2003,466,27.92,27025,49.34
55087,Outagamie,Emergency Department Visits,2004,369,21.91,24992,45.35
55087,Outagamie,Emergency Department Visits,2005,470,27.64,25532,46.07
55087,Outagamie,Emergency Department Visits,2006,411,23.89,23791,42.7
55087,Outagamie,Emergency Department Visits,2007,383,22.05,24155,43.12
55087,Outagamie,Emergency Department Visits,2008,415,23.7,24359,43.28
55087,Outagamie,Emergency Department Visits,2009,404,22.8,25168,44.51
55087,Outagamie,Emergency Department Visits,2010,383,21.66,22228,39.07
55087,Outagamie,Emergency Department Visits,2011,425,23.91,19549,34.24
55087,Outagamie,Emergency Department Visits,2012,422,23.59,20315,35.49
55087,Outagamie,Emergency Department Visits,2013,394,21.86,18640,32.46
55087,Outagamie,Emergency Department Visits,2014,449,24.67,21382,37.14
55087,Outagamie,Emergency Department Visits,2015,449,24.5,23843,41.4
55087,Outagamie,Emergency Department Visits,2016,404,21.88,20621,35.71
55087,Outagamie,Emergency Department Visits,2017,415,22.33,20348,35.12
55087,Outagamie,Emergency Department Visits,2018,377,20.16,19635,33.8
55087,Outagamie,Emergency Department Visits,2019,373,19.85,18986,32.6
55087,Outagamie,Emergency Department Visits,2020,250,13.09,12504,21.21
55087,Outagamie,Emergency Department Visits,2021,279,14.58,14703,25.01
55087,Outagamie,Emergency Department Visits,2022,258,13.42,15224,25.84
55087,Outagamie,Emergency Department Visits,2023,276,14.28,16690,28.24
55089,Ozaukee,Emergency Department Visits,2002,180,21.54,25844,47.45
55089,Ozaukee,Emergency Department Visits,2003,221,26.25,27025,49.34
55089,Ozaukee,Emergency Department Visits,2004,186,21.9,24992,45.35
55089,Ozaukee,Emergency Department Visits,2005,194,22.82,25532,46.07
55089,Ozaukee,Emergency Department Visits,2006,155,18.19,23791,42.7
55089,Ozaukee,Emergency Department Visits,2007,166,19.43,24155,43.12
55089,Ozaukee,Emergency Department Visits,2008,163,18.99,24359,43.28
55089,Ozaukee,Emergency Department Visits,2009,136,15.76,25168,44.51
55089,Ozaukee,Emergency Department Visits,2010,133,15.4,22228,39.07
55089,Ozaukee,Emergency Department Visits,2011,106,12.23,19549,34.24
55089,Ozaukee,Emergency Department Visits,2012,104,11.95,20315,35.49
55089,Ozaukee,Emergency Department Visits,2013,110,12.63,18640,32.46
55089,Ozaukee,Emergency Department Visits,2014,155,17.72,21382,37.14
55089,Ozaukee,Emergency Department Visits,2015,132,15.03,23843,41.4
55089,Ozaukee,Emergency Department Visits,2016,128,14.48,20621,35.71
55089,Ozaukee,Emergency Department Visits,2017,115,12.99,20348,35.12
55089,Ozaukee,Emergency Department Visits,2018,147,16.46,19635,33.8
55089,Ozaukee,Emergency Department Visits,2019,97,10.83,18986,32.6
55089,Ozaukee,Emergency Department Visits,2020,85,9.28,12504,21.21
55089,Ozaukee,Emergency Department Visits,2021,68,7.34,14703,25.01
55089,Ozaukee,Emergency Department Visits,2022,96,10.32,15224,25.84
55089,Ozaukee,Emergency Department Visits,2023,110,11.77,16690,28.24
55091,Pepin,Emergency Department Visits,2002,13,17.76,25844,47.45
55091,Pepin,Emergency Department Visits,2003,28,38.23,27025,49.34
55091,Pepin,Emergency Department Visits,2004,21,28.4,24992,45.35
55091,Pepin,Emergency Department Visits,2005,25,33.75,25532,46.07
55091,Pepin,Emergency Department Visits,2006,23,31.2,23791,42.7
55091,Pepin,Emergency Department Visits,2007,33,44.73,24155,43.12
55091,Pepin,Emergency Department Visits,2008,31,42.13,24359,43.28
55091,Pepin,Emergency Department Visits,2009,28,38.39,25168,44.51
55091,Pepin,Emergency Department Visits,2010,21,28.21,22228,39.07
55091,Pepin,Emergency Department Visits,2011,18,24.28,19549,34.24
55091,Pepin,Emergency Department Visits,2012,13,17.6,20315,35.49
55091,Pepin,Emergency Department Visits,2013,29,39.36,18640,32.46
55091,Pepin,Emergency Department Visits,2014,27,36.81,21382,37.14
55091,Pepin,Emergency Department Visits,2015,10,13.81,23843,41.4
55091,Pepin,Emergency Department Visits,2016,20,27.61,20621,35.71
55091,Pepin,Emergency Department Visits,2017,26,35.88,20348,35.12
55091,Pepin,Emergency Department Visits,2018,17,23.36,19635,33.8
55091,Pepin,Emergency Department Visits,2019,18,24.78,18986,32.6
55091,Pepin,Emergency Department Visits,2020,20,27.24,12504,21.21
55091,Pepin,Emergency Department Visits,2021,19,25.77,14703,25.01
55091,Pepin,Emergency Department Visits,2022,10,13.55,15224,25.84
55091,Pepin,Emergency Department Visits,2023,16,21.5,16690,28.24
55093,Pierce,Emergency Department Visits,2002,91,24.28,25844,47.45
55093,Pierce,Emergency Department Visits,2003,98,25.84,27025,49.34
55093,Pierce,Emergency Department Visits,2004,107,27.76,24992,45.35
55093,Pierce,Emergency Department Visits,2005,129,33.09,25532,46.07
55093,Pierce,Emergency Department Visits,2006,105,26.58,23791,42.7
55093,Pierce,Emergency Department Visits,2007,123,30.93,24155,43.12
55093,Pierce,Emergency Department Visits,2008,144,35.82,24359,43.28
55093,Pierce,Emergency Department Visits,2009,132,32.93,25168,44.51
55093,Pierce,Emergency Department Visits,2010,116,28.22,22228,39.07
55093,Pierce,Emergency Department Visits,2011,112,27.44,19549,34.24
55093,Pierce,Emergency Department Visits,2012,106,26.06,20315,35.49
55093,Pierce,Emergency Department Visits,2013,96,23.57,18640,32.46
55093,Pierce,Emergency Department Visits,2014,109,26.61,21382,37.14
55093,Pierce,Emergency Department Visits,2015,104,25.35,23843,41.4
55093,Pierce,Emergency Department Visits,2016,120,28.9,20621,35.71
55093,Pierce,Emergency Department Visits,2017,131,31.13,20348,35.12
55093,Pierce,Emergency Department Visits,2018,91,21.36,19635,33.8
55093,Pierce,Emergency Department Visits,2019,102,23.85,18986,32.6
55093,Pierce,Emergency Department Visits,2020,70,16.58,12504,21.21
55093,Pierce,Emergency Department Visits,2021,69,16.58,14703,25.01
55093,Pierce,Emergency Department Visits,2022,85,19.98,15224,25.84
55093,Pierce,Emergency Department Visits,2023,113,26.26,16690,28.24
55095,Polk,Emergency Department Visits,2002,135,31.74,25844,47.45
55095,Polk,Emergency Department Visits,2003,136,31.66,27025,49.34
55095,Polk,Emergency Department Visits,2004,110,25.29,24992,45.35
55095,Polk,Emergency Department Visits,2005,129,29.39,25532,46.07
55095,Polk,Emergency Department Visits,2006,132,29.84,23791,42.7
55095,Polk,Emergency Department Visits,2007,149,33.73,24155,43.12
55095,Polk,Emergency Department Visits,2008,159,35.98,24359,43.28
55095,Polk,Emergency Department Visits,2009,148,33.44,25168,44.51
55095,Polk,Emergency Department Visits,2010,142,32.16,22228,39.07
55095,Polk,Emergency Department Visits,2011,131,29.81,19549,34.24
55095,Polk,Emergency Department Visits,2012,127,29.18,20315,35.49
55095,Polk,Emergency Department Visits,2013,99,22.8,18640,32.46
55095,Polk,Emergency Department Visits,2014,126,29.01,21382,37.14
55095,Polk,Emergency Department Visits,2015,150,34.7,23843,41.4
55095,Polk,Emergency Department Visits,2016,137,31.67,20621,35.71
55095,Polk,Emergency Department Visits,2017,117,26.95,20348,35.12
55095,Polk,Emergency Department Visits,2018,104,23.87,19635,33.8
55095,Polk,Emergency Department Visits,2019,82,18.76,18986,32.6
55095,Polk,Emergency Department Visits,2020,71,15.76,12504,21.21
55095,Polk,Emergency Department Visits,2021,75,16.5,14703,25.01
55095,Polk,Emergency Department Visits,2022,75,16.47,15224,25.84
55095,Polk,Emergency Department Visits,2023,99,21.63,16690,28.24
55097,Portage,Emergency Department Visits,2002,278,41.19,25844,47.45
55097,Portage,Emergency Department Visits,2003,275,40.78,27025,49.34
55097,Portage,Emergency Department Visits,2004,285,42.28,24992,45.35
55097,Portage,Emergency Department Visits,2005,169,25.01,25532,46.07
55097,Portage,Emergency Department Visits,2006,166,24.44,23791,42.7
55097,Portage,Emergency Department Visits,2007,139,20.28,24155,43.12
55097,Portage,Emergency Department Visits,2008,141,20.44,24359,43.28
55097,Portage,Emergency Department Visits,2009,156,22.55,25168,44.51
55097,Portage,Emergency Department Visits,2010,164,23.44,22228,39.07
55097,Portage,Emergency Department Visits,2011,136,19.39,19549,34.24
55097,Portage,Emergency Department Visits,2012,165,23.41,20315,35.49
55097,Portage,Emergency Department Visits,2013,153,21.68,18640,32.46
55097,Portage,Emergency Department Visits,2014,146,20.71,21382,37.14
55097,Portage,Emergency Department Visits,2015,147,20.91,23843,41.4
55097,Portage,Emergency Department Visits,2016,153,21.71,20621,35.71
55097,Portage,Emergency Department Visits,2017,123,17.4,20348,35.12
55097,Portage,Emergency Department Visits,2018,170,23.95,19635,33.8
55097,Portage,Emergency Department Visits,2019,152,21.43,18986,32.6
55097,Portage,Emergency Department Visits,2020,138,19.6,12504,21.21
55097,Portage,Emergency Department Visits,2021,155,22.32,14703,25.01
55097,Portage,Emergency Department Visits,2022,167,23.64,15224,25.84
55097,Portage,Emergency Department Visits,2023,155,21.82,16690,28.24
55099,Price,Emergency Department Visits,2002,46,29.89,25844,47.45
55099,Price,Emergency Department Visits,2003,52,33.94,27025,49.34
55099,Price,Emergency Department Visits,2004,45,29.73,24992,45.35
55099,Price,Emergency Department Visits,2005,37,24.7,25532,46.07
55099,Price,Emergency Department Visits,2006,40,27.02,23791,42.7
55099,Price,Emergency Department Visits,2007,39,26.94,24155,43.12
55099,Price,Emergency Department Visits,2008,44,30.67,24359,43.28
55099,Price,Emergency Department Visits,2009,42,29.55,25168,44.51
55099,Price,Emergency Department Visits,2010,49,34.74,22228,39.07
55099,Price,Emergency Department Visits,2011,36,25.68,19549,34.24
55099,Price,Emergency Department Visits,2012,38,27.4,20315,35.49
55099,Price,Emergency Department Visits,2013,24,17.43,18640,32.46
55099,Price,Emergency Department Visits,2014,51,37.29,21382,37.14
55099,Price,Emergency Department Visits,2015,34,25.04,23843,41.4
55099,Price,Emergency Department Visits,2016,16,11.93,20621,35.71
55099,Price,Emergency Department Visits,2017,38,28.41,20348,35.12
55099,Price,Emergency Department Visits,2018,33,24.68,19635,33.8
55099,Price,Emergency Department Visits,2019,27,20.23,18986,32.6
55099,Price,Emergency Department Visits,2020,21,14.97,12504,21.21
55099,Price,Emergency Department Visits,2021,29,20.64,14703,25.01
55099,Price,Emergency Department Visits,2022,30,21.19,15224,25.84
55099,Price,Emergency Department Visits,2023,20,14.18,16690,28.24
55101,Racine,Emergency Department Visits,2002,1241,64.81,25844,47.45
55101,Racine,Emergency Department Visits,2003,1183,61.26,27025,49.34
55101,Racine,Emergency Department Visits,2004,1122,57.57,24992,45.35
55101,Racine,Emergency Department Visits,2005,1088,55.22,25532,46.07
55101,Racine,Emergency Department Visits,2006,1310,66.03,23791,42.7
55101,Racine,Emergency Department Visits,2007,1281,64.18,24155,43.12
55101,Racine,Emergency Department Visits,2008,1259,62.92,24359,43.28
55101,Racine,Emergency Department Visits,2009,1219,60.77,25168,44.51
55101,Racine,Emergency Department Visits,2010,980,50.14,22228,39.07
55101,Racine,Emergency Department Visits,2011,787,40.36,19549,34.24
55101,Racine,Emergency Department Visits,2012,826,42.43,20315,35.49
55101,Racine,Emergency Department Visits,2013,770,39.5,18640,32.46
55101,Racine,Emergency Department Visits,2014,836,42.84,21382,37.14
55101,Racine,Emergency Department Visits,2015,1018,52.27,23843,41.4
55101,Racine,Emergency Department Visits,2016,1023,52.48,20621,35.71
55101,Racine,Emergency Department Visits,2017,976,49.79,20348,35.12
55101,Racine,Emergency Department Visits,2018,1017,51.8,19635,33.8
55101,Racine,Emergency Department Visits,2019,978,49.85,18986,32.6
55101,Racine,Emergency Department Visits,2020,713,36.09,12504,21.21
55101,Racine,Emergency Department Visits,2021,803,40.86,14703,25.01
55101,Racine,Emergency Department Visits,2022,812,41.44,15224,25.84
55101,Racine,Emergency Department Visits,2023,924,47,16690,28.24
55103,Richland,Emergency Department Visits,2002,94,52.72,25844,47.45
55103,Richland,Emergency Department Visits,2003,103,57.51,27025,49.34
55103,Richland,Emergency Department Visits,2004,86,47.53,24992,45.35
55103,Richland,Emergency Department Visits,2005,85,47.26,25532,46.07
55103,Richland,Emergency Department Visits,2006,68,37.79,23791,42.7
55103,Richland,Emergency Department Visits,2007,62,34.11,24155,43.12
55103,Richland,Emergency Department Visits,2008,65,36.21,24359,43.28
55103,Richland,Emergency Department Visits,2009,64,35.86,25168,44.51
55103,Richland,Emergency Department Visits,2010,53,29.47,22228,39.07
55103,Richland,Emergency Department Visits,2011,36,20.01,19549,34.24
55103,Richland,Emergency Department Visits,2012,36,20.23,20315,35.49
55103,Richland,Emergency Department Visits,2013,40,22.5,18640,32.46
55103,Richland,Emergency Department Visits,2014,39,22.08,21382,37.14
55103,Richland,Emergency Department Visits,2015,37,21.09,23843,41.4
55103,Richland,Emergency Department Visits,2016,25,14.25,20621,35.71
55103,Richland,Emergency Department Visits,2017,32,18.28,20348,35.12
55103,Richland,Emergency Department Visits,2018,50,28.71,19635,33.8
55103,Richland,Emergency Department Visits,2019,47,27.15,18986,32.6
55103,Richland,Emergency Department Visits,2020,36,20.83,12504,21.21
55103,Richland,Emergency Department Visits,2021,55,31.98,14703,25.01
55103,Richland,Emergency Department Visits,2022,68,39.7,15224,25.84
55103,Richland,Emergency Department Visits,2023,57,33.15,16690,28.24
55105,Rock,Emergency Department Visits,2002,731,47.62,25844,47.45
55105,Rock,Emergency Department Visits,2003,772,50.15,27025,49.34
