FIPS,COUNTY,TOPIC,YEAR,COUNT,CRUDERATE,ST_COUNT,ST_CRUDERATE
55063,La Crosse,Emergency Department Visits,2008,295,42,20578,55.03
55063,La Crosse,Emergency Department Visits,2009,290,40.55,19761,52.37
55063,La Crosse,Emergency Department Visits,2010,260,35.87,20144,52.96
55063,La Crosse,Emergency Department Visits,2011,316,43.36,21217,55.46
55063,La Crosse,Emergency Department Visits,2012,293,39.93,20725,53.9
55063,La Crosse,Emergency Department Visits,2013,315,42.76,20150,52.13
55063,La Crosse,Emergency Department Visits,2014,360,48.65,21484,55.3
55063,La Crosse,Emergency Department Visits,2015,376,50.47,23367,59.88
55063,La Crosse,Emergency Department Visits,2016,456,60.88,26449,67.4
55063,La Crosse,Emergency Department Visits,2017,557,73.83,29448,74.49
55063,La Crosse,Emergency Department Visits,2018,504,66.38,26936,67.65
55063,La Crosse,Emergency Department Visits,2019,408,53.4,26987,67.31
55063,La Crosse,Emergency Department Visits,2020,303,38.89,17203,42.44
55063,La Crosse,Emergency Department Visits,2021,381,48.92,17867,43.95
55063,La Crosse,Emergency Department Visits,2022,367,46.97,19464,47.69
55065,Lafayette,Emergency Department Visits,2002,26,24.37,16086,45.51
55065,Lafayette,Emergency Department Visits,2003,23,21.37,16118,45.23
55065,Lafayette,Emergency Department Visits,2004,28,25.8,15446,42.95
55065,Lafayette,Emergency Department Visits,2005,41,37.5,17393,47.9
55065,Lafayette,Emergency Department Visits,2006,29,26.45,16394,44.74
55065,Lafayette,Emergency Department Visits,2007,55,50.24,17891,48.31
55065,Lafayette,Emergency Department Visits,2008,51,45.95,20578,55.03
55065,Lafayette,Emergency Department Visits,2009,40,35.97,19761,52.37
55065,Lafayette,Emergency Department Visits,2010,40,35.72,20144,52.96
55065,Lafayette,Emergency Department Visits,2011,46,40.83,21217,55.46
55065,Lafayette,Emergency Department Visits,2012,50,44.42,20725,53.9
55065,Lafayette,Emergency Department Visits,2013,51,45.67,20150,52.13
55065,Lafayette,Emergency Department Visits,2014,51,45.62,21484,55.3
55065,Lafayette,Emergency Department Visits,2015,82,73.08,23367,59.88
55065,Lafayette,Emergency Department Visits,2016,66,58.51,26449,67.4
55065,Lafayette,Emergency Department Visits,2017,81,71.57,29448,74.49
55065,Lafayette,Emergency Department Visits,2018,60,53.06,26936,67.65
55065,Lafayette,Emergency Department Visits,2019,75,65.92,26987,67.31
55065,Lafayette,Emergency Department Visits,2020,43,38.04,17203,42.44
55065,Lafayette,Emergency Department Visits,2021,37,32.37,17867,43.95
55065,Lafayette,Emergency Department Visits,2022,71,61.81,19464,47.69
55067,Langlade,Emergency Department Visits,2002,128,88.66,16086,45.51
55067,Langlade,Emergency Department Visits,2003,121,83.72,16118,45.23
55067,Langlade,Emergency Department Visits,2004,147,101.71,15446,42.95
55067,Langlade,Emergency Department Visits,2005,148,102.99,17393,47.9
55067,Langlade,Emergency Department Visits,2006,141,97.85,16394,44.74
55067,Langlade,Emergency Department Visits,2007,124,85.75,17891,48.31
55067,Langlade,Emergency Department Visits,2008,181,125.15,20578,55.03
55067,Langlade,Emergency Department Visits,2009,161,111.65,19761,52.37
55067,Langlade,Emergency Department Visits,2010,182,126.21,20144,52.96
55067,Langlade,Emergency Department Visits,2011,178,124.13,21217,55.46
55067,Langlade,Emergency Department Visits,2012,178,124.79,20725,53.9
55067,Langlade,Emergency Department Visits,2013,193,136.7,20150,52.13
55067,Langlade,Emergency Department Visits,2014,193,137.47,21484,55.3
55067,Langlade,Emergency Department Visits,2015,143,102.59,23367,59.88
55067,Langlade,Emergency Department Visits,2016,138,98.73,26449,67.4
55067,Langlade,Emergency Department Visits,2017,140,99.57,29448,74.49
55067,Langlade,Emergency Department Visits,2018,121,85.2,26936,67.65
55067,Langlade,Emergency Department Visits,2019,144,101.6,26987,67.31
55067,Langlade,Emergency Department Visits,2020,99,69.02,17203,42.44
55067,Langlade,Emergency Department Visits,2021,117,81,17867,43.95
55067,Langlade,Emergency Department Visits,2022,130,89.74,19464,47.69
55069,Lincoln,Emergency Department Visits,2002,144,71.28,16086,45.51
55069,Lincoln,Emergency Department Visits,2003,114,56.15,16118,45.23
55069,Lincoln,Emergency Department Visits,2004,112,54.66,15446,42.95
55069,Lincoln,Emergency Department Visits,2005,160,77.84,17393,47.9
55069,Lincoln,Emergency Department Visits,2006,153,74.25,16394,44.74
55069,Lincoln,Emergency Department Visits,2007,141,68.31,17891,48.31
55069,Lincoln,Emergency Department Visits,2008,233,112.61,20578,55.03
55069,Lincoln,Emergency Department Visits,2009,191,92.68,19761,52.37
55069,Lincoln,Emergency Department Visits,2010,198,95.74,20144,52.96
55069,Lincoln,Emergency Department Visits,2011,200,97.14,21217,55.46
55069,Lincoln,Emergency Department Visits,2012,179,86.76,20725,53.9
55069,Lincoln,Emergency Department Visits,2013,153,74.44,20150,52.13
55069,Lincoln,Emergency Department Visits,2014,223,108.75,21484,55.3
55069,Lincoln,Emergency Department Visits,2015,250,122.45,23367,59.88
55069,Lincoln,Emergency Department Visits,2016,196,95.51,26449,67.4
55069,Lincoln,Emergency Department Visits,2017,239,116.28,29448,74.49
55069,Lincoln,Emergency Department Visits,2018,213,103.15,26936,67.65
55069,Lincoln,Emergency Department Visits,2019,245,118.29,26987,67.31
55069,Lincoln,Emergency Department Visits,2020,145,67.48,17203,42.44
55069,Lincoln,Emergency Department Visits,2021,161,74.74,17867,43.95
55069,Lincoln,Emergency Department Visits,2022,170,78.57,19464,47.69
55071,Manitowoc,Emergency Department Visits,2002,301,54.29,16086,45.51
55071,Manitowoc,Emergency Department Visits,2003,363,65.38,16118,45.23
55071,Manitowoc,Emergency Department Visits,2004,323,58.08,15446,42.95
55071,Manitowoc,Emergency Department Visits,2005,397,71.02,17393,47.9
55071,Manitowoc,Emergency Department Visits,2006,315,56.06,16394,44.74
55071,Manitowoc,Emergency Department Visits,2007,318,56.26,17891,48.31
55071,Manitowoc,Emergency Department Visits,2008,316,55.7,20578,55.03
55071,Manitowoc,Emergency Department Visits,2009,311,54.59,19761,52.37
55071,Manitowoc,Emergency Department Visits,2010,366,63.92,20144,52.96
55071,Manitowoc,Emergency Department Visits,2011,300,52.32,21217,55.46
55071,Manitowoc,Emergency Department Visits,2012,331,57.88,20725,53.9
55071,Manitowoc,Emergency Department Visits,2013,321,56.24,20150,52.13
55071,Manitowoc,Emergency Department Visits,2014,263,46.31,21484,55.3
55071,Manitowoc,Emergency Department Visits,2015,288,50.87,23367,59.88
55071,Manitowoc,Emergency Department Visits,2016,323,57.02,26449,67.4
55071,Manitowoc,Emergency Department Visits,2017,388,68.46,29448,74.49
55071,Manitowoc,Emergency Department Visits,2018,314,55.28,26936,67.65
55071,Manitowoc,Emergency Department Visits,2019,305,53.57,26987,67.31
55071,Manitowoc,Emergency Department Visits,2020,233,39.71,17203,42.44
55071,Manitowoc,Emergency Department Visits,2021,251,42.64,17867,43.95
55071,Manitowoc,Emergency Department Visits,2022,272,46.15,19464,47.69
55073,Marathon,Emergency Department Visits,2002,264,31.81,16086,45.51
55073,Marathon,Emergency Department Visits,2003,216,25.91,16118,45.23
55073,Marathon,Emergency Department Visits,2004,155,18.46,15446,42.95
55073,Marathon,Emergency Department Visits,2005,202,23.76,17393,47.9
55073,Marathon,Emergency Department Visits,2006,193,22.33,16394,44.74
55073,Marathon,Emergency Department Visits,2007,312,35.52,17891,48.31
55073,Marathon,Emergency Department Visits,2008,343,38.55,20578,55.03
55073,Marathon,Emergency Department Visits,2009,290,32.23,19761,52.37
55073,Marathon,Emergency Department Visits,2010,335,36.89,20144,52.96
55073,Marathon,Emergency Department Visits,2011,353,38.65,21217,55.46
55073,Marathon,Emergency Department Visits,2012,341,37.25,20725,53.9
55073,Marathon,Emergency Department Visits,2013,312,33.9,20150,52.13
55073,Marathon,Emergency Department Visits,2014,343,37.1,21484,55.3
55073,Marathon,Emergency Department Visits,2015,334,35.99,23367,59.88
55073,Marathon,Emergency Department Visits,2016,375,40.27,26449,67.4
55073,Marathon,Emergency Department Visits,2017,494,52.68,29448,74.49
55073,Marathon,Emergency Department Visits,2018,462,49.04,26936,67.65
55073,Marathon,Emergency Department Visits,2019,509,53.78,26987,67.31
55073,Marathon,Emergency Department Visits,2020,310,32.23,17203,42.44
55073,Marathon,Emergency Department Visits,2021,334,34.68,17867,43.95
55073,Marathon,Emergency Department Visits,2022,304,31.4,19464,47.69
55075,Marinette,Emergency Department Visits,2002,200,67.55,16086,45.51
55075,Marinette,Emergency Department Visits,2003,205,69.12,16118,45.23
55075,Marinette,Emergency Department Visits,2004,156,52.82,15446,42.95
55075,Marinette,Emergency Department Visits,2005,156,52.41,17393,47.9
55075,Marinette,Emergency Department Visits,2006,144,48.54,16394,44.74
55075,Marinette,Emergency Department Visits,2007,259,86.99,17891,48.31
55075,Marinette,Emergency Department Visits,2008,217,72.73,20578,55.03
55075,Marinette,Emergency Department Visits,2009,237,79.28,19761,52.37
55075,Marinette,Emergency Department Visits,2010,265,88.44,20144,52.96
55075,Marinette,Emergency Department Visits,2011,228,76.19,21217,55.46
55075,Marinette,Emergency Department Visits,2012,230,76.62,20725,53.9
55075,Marinette,Emergency Department Visits,2013,212,70.63,20150,52.13
55075,Marinette,Emergency Department Visits,2014,212,70.64,21484,55.3
55075,Marinette,Emergency Department Visits,2015,205,68.46,23367,59.88
55075,Marinette,Emergency Department Visits,2016,234,78.47,26449,67.4
55075,Marinette,Emergency Department Visits,2017,246,82.21,29448,74.49
55075,Marinette,Emergency Department Visits,2018,170,56.62,26936,67.65
55075,Marinette,Emergency Department Visits,2019,188,62.45,26987,67.31
55075,Marinette,Emergency Department Visits,2020,171,54.74,17203,42.44
55075,Marinette,Emergency Department Visits,2021,182,58.23,17867,43.95
55075,Marinette,Emergency Department Visits,2022,182,57.89,19464,47.69
55077,Marquette,Emergency Department Visits,2002,70,66,16086,45.51
55077,Marquette,Emergency Department Visits,2003,92,85.55,16118,45.23
55077,Marquette,Emergency Department Visits,2004,109,99.51,15446,42.95
55077,Marquette,Emergency Department Visits,2005,139,125.03,17393,47.9
55077,Marquette,Emergency Department Visits,2006,80,71.21,16394,44.74
55077,Marquette,Emergency Department Visits,2007,107,95.25,17891,48.31
55077,Marquette,Emergency Department Visits,2008,92,80.97,20578,55.03
55077,Marquette,Emergency Department Visits,2009,99,87.16,19761,52.37
55077,Marquette,Emergency Department Visits,2010,114,100.71,20144,52.96
55077,Marquette,Emergency Department Visits,2011,94,83.13,21217,55.46
55077,Marquette,Emergency Department Visits,2012,77,68.12,20725,53.9
55077,Marquette,Emergency Department Visits,2013,90,79.73,20150,52.13
55077,Marquette,Emergency Department Visits,2014,109,97.05,21484,55.3
55077,Marquette,Emergency Department Visits,2015,110,97.86,23367,59.88
55077,Marquette,Emergency Department Visits,2016,93,82.53,26449,67.4
55077,Marquette,Emergency Department Visits,2017,110,96.35,29448,74.49
55077,Marquette,Emergency Department Visits,2018,111,96.31,26936,67.65
55077,Marquette,Emergency Department Visits,2019,102,87.67,26987,67.31
55077,Marquette,Emergency Department Visits,2020,61,52.21,17203,42.44
55077,Marquette,Emergency Department Visits,2021,70,59.27,17867,43.95
55077,Marquette,Emergency Department Visits,2022,65,54.56,19464,47.69
55078,Menominee,Emergency Department Visits,2002,47,196,16086,45.51
55078,Menominee,Emergency Department Visits,2003,50,210.97,16118,45.23
55078,Menominee,Emergency Department Visits,2004,36,152.16,15446,42.95
55078,Menominee,Emergency Department Visits,2005,48,202.36,17393,47.9
55078,Menominee,Emergency Department Visits,2006,52,221.75,16394,44.74
55078,Menominee,Emergency Department Visits,2007,39,164.21,17891,48.31
55078,Menominee,Emergency Department Visits,2008,31,131.69,20578,55.03
55078,Menominee,Emergency Department Visits,2009,42,175.37,19761,52.37
55078,Menominee,Emergency Department Visits,2010,49,201.56,20144,52.96
55078,Menominee,Emergency Department Visits,2011,44,177.85,21217,55.46
55078,Menominee,Emergency Department Visits,2012,28,112.31,20725,53.9
55078,Menominee,Emergency Department Visits,2013,51,205.89,20150,52.13
55078,Menominee,Emergency Department Visits,2014,49,192.38,21484,55.3
55078,Menominee,Emergency Department Visits,2015,76,297.22,23367,59.88
55078,Menominee,Emergency Department Visits,2016,51,197.52,26449,67.4
55078,Menominee,Emergency Department Visits,2017,48,181.68,29448,74.49
55078,Menominee,Emergency Department Visits,2018,64,240.78,26936,67.65
55078,Menominee,Emergency Department Visits,2019,53,202.06,26987,67.31
55078,Menominee,Emergency Department Visits,2020,28,116.13,17203,42.44
55078,Menominee,Emergency Department Visits,2021,36,148.33,17867,43.95
55078,Menominee,Emergency Department Visits,2022,61,253.85,19464,47.69
55079,Milwaukee,Emergency Department Visits,2002,3597,60.53,16086,45.51
55079,Milwaukee,Emergency Department Visits,2003,3470,58.34,16118,45.23
55079,Milwaukee,Emergency Department Visits,2004,3485,58.57,15446,42.95
55079,Milwaukee,Emergency Department Visits,2005,4005,67.42,17393,47.9
55079,Milwaukee,Emergency Department Visits,2006,3767,63.58,16394,44.74
55079,Milwaukee,Emergency Department Visits,2007,4074,68.65,17891,48.31
55079,Milwaukee,Emergency Department Visits,2008,4581,76.94,20578,55.03
55079,Milwaukee,Emergency Department Visits,2009,4363,72.72,19761,52.37
55079,Milwaukee,Emergency Department Visits,2010,4213,69.72,20144,52.96
55079,Milwaukee,Emergency Department Visits,2011,4344,71.25,21217,55.46
55079,Milwaukee,Emergency Department Visits,2012,3656,59.43,20725,53.9
55079,Milwaukee,Emergency Department Visits,2013,3329,53.61,20150,52.13
55079,Milwaukee,Emergency Department Visits,2014,3769,60.25,21484,55.3
55079,Milwaukee,Emergency Department Visits,2015,4169,66.28,23367,59.88
55079,Milwaukee,Emergency Department Visits,2016,5392,85.61,26449,67.4
55079,Milwaukee,Emergency Department Visits,2017,6004,95.26,29448,74.49
55079,Milwaukee,Emergency Department Visits,2018,5816,92.33,26936,67.65
55079,Milwaukee,Emergency Department Visits,2019,5665,89.69,26987,67.31
55079,Milwaukee,Emergency Department Visits,2020,3278,52.52,17203,42.44
55079,Milwaukee,Emergency Department Visits,2021,3306,53.52,17867,43.95
55079,Milwaukee,Emergency Department Visits,2022,3362,54.81,19464,47.69
55081,Monroe,Emergency Department Visits,2002,124,46.2,16086,45.51
55081,Monroe,Emergency Department Visits,2003,111,41.1,16118,45.23
55081,Monroe,Emergency Department Visits,2004,113,41.29,15446,42.95
55081,Monroe,Emergency Department Visits,2005,158,57,17393,47.9
55081,Monroe,Emergency Department Visits,2006,177,62.56,16394,44.74
55081,Monroe,Emergency Department Visits,2007,184,63.95,17891,48.31
55081,Monroe,Emergency Department Visits,2008,204,70.02,20578,55.03
55081,Monroe,Emergency Department Visits,2009,174,59.08,19761,52.37
55081,Monroe,Emergency Department Visits,2010,173,57.94,20144,52.96
55081,Monroe,Emergency Department Visits,2011,163,54.21,21217,55.46
55081,Monroe,Emergency Department Visits,2012,154,51.11,20725,53.9
55081,Monroe,Emergency Department Visits,2013,190,62.83,20150,52.13
55081,Monroe,Emergency Department Visits,2014,184,60.66,21484,55.3
55081,Monroe,Emergency Department Visits,2015,232,76.15,23367,59.88
55081,Monroe,Emergency Department Visits,2016,279,90.94,26449,67.4
55081,Monroe,Emergency Department Visits,2017,289,93.45,29448,74.49
55081,Monroe,Emergency Department Visits,2018,249,79.87,26936,67.65
55081,Monroe,Emergency Department Visits,2019,222,70.01,26987,67.31
55081,Monroe,Emergency Department Visits,2020,138,44.18,17203,42.44
55081,Monroe,Emergency Department Visits,2021,178,57.02,17867,43.95
55081,Monroe,Emergency Department Visits,2022,221,70.67,19464,47.69
55083,Oconto,Emergency Department Visits,2002,160,64.48,16086,45.51
55083,Oconto,Emergency Department Visits,2003,141,55.78,16118,45.23
55083,Oconto,Emergency Department Visits,2004,119,46.35,15446,42.95
55083,Oconto,Emergency Department Visits,2005,113,43.47,17393,47.9
55083,Oconto,Emergency Department Visits,2006,127,48.28,16394,44.74
55083,Oconto,Emergency Department Visits,2007,102,38.48,17891,48.31
55083,Oconto,Emergency Department Visits,2008,145,54.5,20578,55.03
55083,Oconto,Emergency Department Visits,2009,134,50.11,19761,52.37
55083,Oconto,Emergency Department Visits,2010,134,49.91,20144,52.96
55083,Oconto,Emergency Department Visits,2011,154,57.34,21217,55.46
55083,Oconto,Emergency Department Visits,2012,177,65.89,20725,53.9
55083,Oconto,Emergency Department Visits,2013,190,70.43,20150,52.13
55083,Oconto,Emergency Department Visits,2014,201,74.18,21484,55.3
55083,Oconto,Emergency Department Visits,2015,197,72.42,23367,59.88
55083,Oconto,Emergency Department Visits,2016,177,64.84,26449,67.4
55083,Oconto,Emergency Department Visits,2017,160,58.34,29448,74.49
55083,Oconto,Emergency Department Visits,2018,144,51.79,26936,67.65
55083,Oconto,Emergency Department Visits,2019,183,65.29,26987,67.31
55083,Oconto,Emergency Department Visits,2020,137,47.67,17203,42.44
55083,Oconto,Emergency Department Visits,2021,133,45.72,17867,43.95
55083,Oconto,Emergency Department Visits,2022,175,59.55,19464,47.69
55085,Oneida,Emergency Department Visits,2002,147,55.11,16086,45.51
55085,Oneida,Emergency Department Visits,2003,132,48.93,16118,45.23
55085,Oneida,Emergency Department Visits,2004,147,54.45,15446,42.95
55085,Oneida,Emergency Department Visits,2005,200,74.09,17393,47.9
55085,Oneida,Emergency Department Visits,2006,150,55.35,16394,44.74
55085,Oneida,Emergency Department Visits,2007,159,58.61,17891,48.31
55085,Oneida,Emergency Department Visits,2008,189,69.56,20578,55.03
55085,Oneida,Emergency Department Visits,2009,171,63.13,19761,52.37
55085,Oneida,Emergency Department Visits,2010,198,73.17,20144,52.96
55085,Oneida,Emergency Department Visits,2011,193,71.45,21217,55.46
55085,Oneida,Emergency Department Visits,2012,156,57.92,20725,53.9
55085,Oneida,Emergency Department Visits,2013,150,55.78,20150,52.13
55085,Oneida,Emergency Department Visits,2014,144,53.62,21484,55.3
55085,Oneida,Emergency Department Visits,2015,157,58.46,23367,59.88
55085,Oneida,Emergency Department Visits,2016,159,59.08,26449,67.4
55085,Oneida,Emergency Department Visits,2017,174,64.45,29448,74.49
55085,Oneida,Emergency Department Visits,2018,164,60.33,26936,67.65
55085,Oneida,Emergency Department Visits,2019,214,77.91,26987,67.31
55085,Oneida,Emergency Department Visits,2020,165,56.57,17203,42.44
55085,Oneida,Emergency Department Visits,2021,156,52.75,17867,43.95
55085,Oneida,Emergency Department Visits,2022,175,59.07,19464,47.69
55087,Outagamie,Emergency Department Visits,2002,236,22.39,16086,45.51
55087,Outagamie,Emergency Department Visits,2003,205,19.26,16118,45.23
55087,Outagamie,Emergency Department Visits,2004,213,19.76,15446,42.95
55087,Outagamie,Emergency Department Visits,2005,218,19.94,17393,47.9
55087,Outagamie,Emergency Department Visits,2006,212,19.08,16394,44.74
55087,Outagamie,Emergency Department Visits,2007,221,19.6,17891,48.31
55087,Outagamie,Emergency Department Visits,2008,277,24.23,20578,55.03
55087,Outagamie,Emergency Department Visits,2009,332,28.62,19761,52.37
55087,Outagamie,Emergency Department Visits,2010,295,25.18,20144,52.96
55087,Outagamie,Emergency Department Visits,2011,448,37.88,21217,55.46
55087,Outagamie,Emergency Department Visits,2012,364,30.5,20725,53.9
55087,Outagamie,Emergency Department Visits,2013,375,31.14,20150,52.13
55087,Outagamie,Emergency Department Visits,2014,404,33.21,21484,55.3
55087,Outagamie,Emergency Department Visits,2015,403,32.78,23367,59.88
55087,Outagamie,Emergency Department Visits,2016,515,41.44,26449,67.4
55087,Outagamie,Emergency Department Visits,2017,623,49.55,29448,74.49
55087,Outagamie,Emergency Department Visits,2018,524,41.18,26936,67.65
55087,Outagamie,Emergency Department Visits,2019,485,37.78,26987,67.31
55087,Outagamie,Emergency Department Visits,2020,306,23.47,17203,42.44
55087,Outagamie,Emergency Department Visits,2021,260,19.85,17867,43.95
55087,Outagamie,Emergency Department Visits,2022,323,24.45,19464,47.69
55089,Ozaukee,Emergency Department Visits,2002,139,24.93,16086,45.51
55089,Ozaukee,Emergency Department Visits,2003,139,24.69,16118,45.23
55089,Ozaukee,Emergency Department Visits,2004,135,23.74,15446,42.95
55089,Ozaukee,Emergency Department Visits,2005,159,27.83,17393,47.9
55089,Ozaukee,Emergency Department Visits,2006,148,25.72,16394,44.74
55089,Ozaukee,Emergency Department Visits,2007,159,27.36,17891,48.31
55089,Ozaukee,Emergency Department Visits,2008,183,31.16,20578,55.03
55089,Ozaukee,Emergency Department Visits,2009,165,27.82,19761,52.37
55089,Ozaukee,Emergency Department Visits,2010,178,29.85,20144,52.96
55089,Ozaukee,Emergency Department Visits,2011,180,30,21217,55.46
55089,Ozaukee,Emergency Department Visits,2012,158,26.21,20725,53.9
55089,Ozaukee,Emergency Department Visits,2013,175,28.94,20150,52.13
55089,Ozaukee,Emergency Department Visits,2014,158,26.03,21484,55.3
55089,Ozaukee,Emergency Department Visits,2015,170,27.94,23367,59.88
55089,Ozaukee,Emergency Department Visits,2016,165,26.98,26449,67.4
55089,Ozaukee,Emergency Department Visits,2017,204,33.06,29448,74.49
55089,Ozaukee,Emergency Department Visits,2018,224,35.85,26936,67.65
55089,Ozaukee,Emergency Department Visits,2019,188,29.9,26987,67.31
55089,Ozaukee,Emergency Department Visits,2020,123,19.14,17203,42.44
55089,Ozaukee,Emergency Department Visits,2021,135,20.72,17867,43.95
55089,Ozaukee,Emergency Department Visits,2022,147,22.36,19464,47.69
55091,Pepin,Emergency Department Visits,2002,12,24.57,16086,45.51
55091,Pepin,Emergency Department Visits,2003,12,24.27,16118,45.23
55091,Pepin,Emergency Department Visits,2004,9,17.88,15446,42.95
55091,Pepin,Emergency Department Visits,2005,20,39.42,17393,47.9
55091,Pepin,Emergency Department Visits,2006,19,37.23,16394,44.74
55091,Pepin,Emergency Department Visits,2007,19,36.78,17891,48.31
55091,Pepin,Emergency Department Visits,2008,22,42.11,20578,55.03
55091,Pepin,Emergency Department Visits,2009,18,34.34,19761,52.37
55091,Pepin,Emergency Department Visits,2010,24,45.4,20144,52.96
55091,Pepin,Emergency Department Visits,2011,33,62.99,21217,55.46
55091,Pepin,Emergency Department Visits,2012,47,90.23,20725,53.9
55091,Pepin,Emergency Department Visits,2013,38,73.61,20150,52.13
55091,Pepin,Emergency Department Visits,2014,36,69.77,21484,55.3
55091,Pepin,Emergency Department Visits,2015,35,68.15,23367,59.88
55091,Pepin,Emergency Department Visits,2016,35,67.61,26449,67.4
55091,Pepin,Emergency Department Visits,2017,56,107.12,29448,74.49
55091,Pepin,Emergency Department Visits,2018,51,97.11,26936,67.65
55091,Pepin,Emergency Department Visits,2019,46,87.49,26987,67.31
55091,Pepin,Emergency Department Visits,2020,34,64.49,17203,42.44
55091,Pepin,Emergency Department Visits,2021,37,70.22,17867,43.95
55091,Pepin,Emergency Department Visits,2022,35,65.74,19464,47.69
55093,Pierce,Emergency Department Visits,2002,72,32.92,16086,45.51
55093,Pierce,Emergency Department Visits,2003,73,32.81,16118,45.23
55093,Pierce,Emergency Department Visits,2004,62,27.36,15446,42.95
55093,Pierce,Emergency Department Visits,2005,84,36.32,17393,47.9
55093,Pierce,Emergency Department Visits,2006,84,35.56,16394,44.74
55093,Pierce,Emergency Department Visits,2007,85,35.3,17891,48.31
55093,Pierce,Emergency Department Visits,2008,89,36.29,20578,55.03
55093,Pierce,Emergency Department Visits,2009,90,36.55,19761,52.37
55093,Pierce,Emergency Department Visits,2010,82,32.72,20144,52.96
55093,Pierce,Emergency Department Visits,2011,96,38.14,21217,55.46
55093,Pierce,Emergency Department Visits,2012,112,44.32,20725,53.9
55093,Pierce,Emergency Department Visits,2013,126,49.44,20150,52.13
55093,Pierce,Emergency Department Visits,2014,140,54.45,21484,55.3
55093,Pierce,Emergency Department Visits,2015,124,48.02,23367,59.88
55093,Pierce,Emergency Department Visits,2016,159,60.77,26449,67.4
55093,Pierce,Emergency Department Visits,2017,159,59.91,29448,74.49
55093,Pierce,Emergency Department Visits,2018,150,55.69,26936,67.65
55093,Pierce,Emergency Department Visits,2019,146,53.71,26987,67.31
55093,Pierce,Emergency Department Visits,2020,103,38.27,17203,42.44
55093,Pierce,Emergency Department Visits,2021,101,37.02,17867,43.95
55093,Pierce,Emergency Department Visits,2022,107,38.73,19464,47.69
55095,Polk,Emergency Department Visits,2002,141,49.07,16086,45.51
55095,Polk,Emergency Department Visits,2003,116,39.85,16118,45.23
55095,Polk,Emergency Department Visits,2004,109,36.96,15446,42.95
55095,Polk,Emergency Department Visits,2005,101,33.75,17393,47.9
55095,Polk,Emergency Department Visits,2006,148,48.89,16394,44.74
55095,Polk,Emergency Department Visits,2007,166,54.51,17891,48.31
55095,Polk,Emergency Department Visits,2008,221,71.85,20578,55.03
55095,Polk,Emergency Department Visits,2009,223,72.32,19761,52.37
55095,Polk,Emergency Department Visits,2010,223,72.28,20144,52.96
55095,Polk,Emergency Department Visits,2011,213,68.99,21217,55.46
55095,Polk,Emergency Department Visits,2012,211,68.63,20725,53.9
55095,Polk,Emergency Department Visits,2013,208,67.75,20150,52.13
55095,Polk,Emergency Department Visits,2014,224,72.98,21484,55.3
55095,Polk,Emergency Department Visits,2015,251,81.7,23367,59.88
55095,Polk,Emergency Department Visits,2016,257,83.3,26449,67.4
55095,Polk,Emergency Department Visits,2017,299,95.92,29448,74.49
55095,Polk,Emergency Department Visits,2018,255,81.03,26936,67.65
55095,Polk,Emergency Department Visits,2019,251,78.95,26987,67.31
55095,Polk,Emergency Department Visits,2020,171,52.06,17203,42.44
55095,Polk,Emergency Department Visits,2021,228,68.56,17867,43.95
55095,Polk,Emergency Department Visits,2022,206,61.23,19464,47.69
55097,Portage,Emergency Department Visits,2002,336,83.14,16086,45.51
55097,Portage,Emergency Department Visits,2003,310,76.46,16118,45.23
55097,Portage,Emergency Department Visits,2004,330,80.76,15446,42.95
55097,Portage,Emergency Department Visits,2005,198,48.14,17393,47.9
55097,Portage,Emergency Department Visits,2006,178,42.74,16394,44.74
55097,Portage,Emergency Department Visits,2007,197,46.44,17891,48.31
55097,Portage,Emergency Department Visits,2008,257,59.6,20578,55.03
55097,Portage,Emergency Department Visits,2009,220,50.34,19761,52.37
55097,Portage,Emergency Department Visits,2010,267,60.71,20144,52.96
55097,Portage,Emergency Department Visits,2011,229,51.94,21217,55.46
55097,Portage,Emergency Department Visits,2012,228,51.55,20725,53.9
55097,Portage,Emergency Department Visits,2013,210,47.25,20150,52.13
55097,Portage,Emergency Department Visits,2014,240,53.66,21484,55.3
55097,Portage,Emergency Department Visits,2015,205,45.77,23367,59.88
55097,Portage,Emergency Department Visits,2016,204,45.42,26449,67.4
55097,Portage,Emergency Department Visits,2017,225,49.71,29448,74.49
55097,Portage,Emergency Department Visits,2018,251,54.94,26936,67.65
55097,Portage,Emergency Department Visits,2019,289,62.7,26987,67.31
55097,Portage,Emergency Department Visits,2020,221,48.28,17203,42.44
55097,Portage,Emergency Department Visits,2021,206,44.86,17867,43.95
55097,Portage,Emergency Department Visits,2022,256,55.39,19464,47.69
55099,Price,Emergency Department Visits,2002,77,69.96,16086,45.51
55099,Price,Emergency Department Visits,2003,68,61.69,16118,45.23
55099,Price,Emergency Department Visits,2004,42,38.25,15446,42.95
55099,Price,Emergency Department Visits,2005,53,48.66,17393,47.9
55099,Price,Emergency Department Visits,2006,72,66.18,16394,44.74
55099,Price,Emergency Department Visits,2007,71,66.12,17891,48.31
55099,Price,Emergency Department Visits,2008,77,71.75,20578,55.03
55099,Price,Emergency Department Visits,2009,73,67.97,19761,52.37
55099,Price,Emergency Department Visits,2010,92,86.21,20144,52.96
55099,Price,Emergency Department Visits,2011,91,85.74,21217,55.46
55099,Price,Emergency Department Visits,2012,76,72.42,20725,53.9
55099,Price,Emergency Department Visits,2013,108,103.73,20150,52.13
